round_start,decision,p_model,p_market,best_bid,best_ask,execution_price,bet_size_pct,bet_amount,net_profit,bankroll,is_win
2026-03-07 08:30:00,BET_NO,0.43045387994143486,0.5099342830602247,0.49739295464104033,0.5224756114794091,0.5026070453589597,0.03364496521682412,3.364496521682412,3.2630010733571178,103.26300107335712,True
2026-03-07 09:00:00,BET_YES,0.5765306122448978,0.5129537707620139,0.5028726943302797,0.523034847193748,0.523034847193748,0.02803966111451824,2.8954595557650666,2.5876146695236653,105.85061574288078,True
2026-03-07 09:15:00,BET_NO,0.43045387994143486,0.5304605971281605,0.5183207429537567,0.5426004513025643,0.48167925704624326,0.0423805453115475,4.486006816746362,4.730713529999064,110.58132927287984,True
2026-03-07 10:00:00,BET_NO,0.43045387994143486,0.4953172608610164,0.4785398035302623,0.5120947181917704,0.5214601964697376,0.025121172356871616,2.777932632115987,-2.777932632115987,107.80339664076385,False
2026-03-07 10:15:00,BET_NO,0.3958333333333333,0.5315842563101478,0.5154072353309554,0.5477612772893402,0.48459276466904455,0.05,5.390169832038193,5.618263579177906,113.42166021994176,True
2026-03-07 11:00:00,BET_YES,0.5765306122448978,0.5108512008717193,0.4955924283270224,0.5261099734164163,0.5261099734164163,0.026599335259280682,3.01694076585445,2.6631393581817746,116.08479957812354,True
2026-03-07 11:15:00,BET_NO,0.3967391304347826,0.49073164614375075,0.4751520728626606,0.5063112194248409,0.5248479271373394,0.04125676116114127,4.789282850633596,4.249087793273298,120.33388737139684,True
2026-03-07 12:15:00,BET_YES,0.5765306122448978,0.5048392454313206,0.49619958656012825,0.5134789043025131,0.5134789043025131,0.03239926718154278,3.8987297679395634,3.6201642898666995,123.95405166126353,True
2026-03-07 12:30:00,BET_YES,0.5239361702127658,0.46173439510684405,0.4477953155361664,0.4756734746775217,0.4756734746775217,0.023011755633465567,2.852400346606963,-2.852400346606963,121.10165131465658,False
2026-03-07 12:45:00,BET_YES,0.5765306122448978,0.4655016433497393,0.44965839539224534,0.4813448913072333,0.4813448913072333,0.04588102924949244,5.556268406129592,5.867209365316771,126.96886067997335,True
2026-03-07 13:45:00,BET_YES,0.6153846153846154,0.4818395184895758,0.46905244529073525,0.49462659168841633,0.49462659168841633,0.05,6.3484430339986675,6.356648956053678,133.32550963602702,True
